order_id,order_date,item_id,qty_ordered,price,value,discount_amount,total,category,cust_id,year,month,ref_num,age,state,zip,region,discount_percent
100354684,10/1/2020,574787,2,1099.9,1099.9,0,1099.9,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100356443,10/9/2020,578022,2,1099.9,1099.9,0,1099.9,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100357608,10/16/2020,580086,2,1543.5,1543.5,0,1543.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100357611,10/16/2020,580099,2,1543.5,1543.5,0,1543.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100357990,10/17/2020,580641,2,1543.5,1543.5,0,1543.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100358002,10/17/2020,580653,2,1543.5,1543.5,0,1543.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100358330,10/19/2020,581153,2,1543.5,1543.5,0,1543.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100359296,10/24/2020,582818,2,483.5,483.5,0,483.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100359308,10/24/2020,582836,2,483.5,483.5,0,483.5,Appliances,56836,2020,10,578084,33,HI,96764,West,0
100354683,10/1/2020,574783,3,170,340,0,340,Men's Fashion,60125,2020,10,688994,73,WY,82213,West,0
100354683,10/1/2020,574785,2,170,170,0,170,Men's Fashion,60125,2020,10,688994,73,WY,82213,West,0
100355124,10/2/2020,575663,3,170,340,0,340,Men's Fashion,60125,2020,10,688994,73,WY,82213,West,0
100355124,10/2/2020,575665,2,170,170,0,170,Men's Fashion,60125,2020,10,688994,73,WY,82213,West,0
100354685,10/1/2020,574788,2,3139.2,3139.2,0,3139.2,Mobiles & Tablets,51286,2020,10,167242,64,GA,30638,South,0
100354686,10/1/2020,574789,2,315.2,315.2,0,315.2,Computing,60126,2020,10,535212,75,TN,37245,South,0
100354849,10/1/2020,575104,2,149.9,149.9,0,149.9,Men's Fashion,60126,2020,10,535212,75,TN,37245,South,0
100358459,10/19/2020,581378,2,315.2,315.2,0,315.2,Computing,60126,2020,10,535212,75,TN,37245,South,0
100354687,10/1/2020,574790,2,2900,2900,0,2900,Home & Living,60127,2020,10,536652,52,RI,2889,Northeast,0
100356322,10/9/2020,577804,2,1000,1000,0,1000,Mobiles & Tablets,60127,2020,10,536652,52,RI,2889,Northeast,0
100354689,10/1/2020,574792,3,265,530,0,530,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100354689,10/1/2020,574794,2,129,129,0,129,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100354690,10/1/2020,574795,2,49.9,49.9,0,49.9,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100354692,10/1/2020,574797,2,35,35,0,35,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100354693,10/1/2020,574798,4,35,105,0,105,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100354691,10/1/2020,574796,4,115,345,0,345,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100354694,10/1/2020,574799,2,500,500,0,500,Mobiles & Tablets,56449,2020,10,849200,71,IL,62418,Midwest,0
100356697,10/11/2020,578460,2,160,160,0,160,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100356698,10/11/2020,578462,2,315,315,0,315,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100359748,10/25/2020,583550,3,156,312,0,312,Men's Fashion,56449,2020,10,849200,71,IL,62418,Midwest,0
100361029,11/1/2020,585715,2,156,156,0,156,Men's Fashion,56449,2020,11,849200,71,IL,62418,Midwest,0
100375675,12/8/2020,607849,2,325,325,0,325,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375677,12/8/2020,607853,2,325,325,0,325,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375680,12/8/2020,607857,2,325,325,0,325,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375681,12/8/2020,607859,2,325,325,0,325,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375681,12/8/2020,607861,2,325,325,0,325,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375682,12/8/2020,607863,2,379.8,379.8,0,379.8,Women's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375683,12/8/2020,607865,2,99.8,99.8,0,99.8,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375684,12/8/2020,607867,2,196,196,0,196,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375685,12/8/2020,607869,2,196,196,0,196,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375686,12/8/2020,607871,2,196,196,0,196,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100375688,12/8/2020,607875,2,99.8,99.8,0,99.8,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401731,12/23/2020,654629,3,325,650,0,650,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401754,12/23/2020,654672,2,69.9,69.9,0,69.9,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401763,12/23/2020,654687,3,325,650,0,650,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401779,12/23/2020,654723,3,325,650,0,650,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401799,12/23/2020,654760,2,259.9,259.9,0,259.9,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401814,12/23/2020,654777,2,325,325,0,325,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401824,12/23/2020,654797,3,325,650,0,650,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401837,12/23/2020,654814,2,196,196,0,196,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401881,12/23/2020,654888,2,285,285,0,285,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401890,12/23/2020,654914,2,285,285,0,285,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100401901,12/23/2020,654926,2,285,285,0,285,Men's Fashion,56449,2020,12,849200,71,IL,62418,Midwest,0
100533723,6/25/2021,855999,2,299.9,299.9,0,299.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533724,6/25/2021,856000,2,299.9,299.9,0,299.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533726,6/25/2021,856002,2,299.9,299.9,0,299.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533727,6/25/2021,856003,2,299.9,299.9,0,299.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533729,6/25/2021,856005,2,1600,1600,0,1600,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533733,6/25/2021,856010,2,59.9,59.9,0,59.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533735,6/25/2021,856013,2,274.9,274.9,0,274.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100533739,6/25/2021,856019,2,39.9,39.9,0,39.9,Men's Fashion,56449,2021,6,849200,71,IL,62418,Midwest,0
100560796,9/19/2021,902351,1,39.8,0,0,0,Men's Fashion,56449,2021,9,849200,71,IL,62418,Midwest,8
100560817,9/19/2021,902382,1,99.9,0,0,0,Men's Fashion,56449,2021,9,849200,71,IL,62418,Midwest,8
100560829,9/19/2021,902397,1,99.9,0,0,0,Men's Fashion,56449,2021,9,849200,71,IL,62418,Midwest,8
100560841,9/19/2021,902410,2,119.8,119.8,0,119.8,Men's Fashion,56449,2021,9,849200,71,IL,62418,Midwest,0
100354695,10/1/2020,574800,2,29.9,29.9,0,29.9,Men's Fashion,60129,2020,10,313357,43,KY,42632,South,0
100354697,10/1/2020,574803,2,29.9,29.9,0,29.9,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100354697,10/1/2020,574805,2,28.8,28.8,0,28.8,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100354697,10/1/2020,574807,2,71.5,71.5,0,71.5,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100356581,10/10/2020,578254,3,13,26,4.197,21.803,Health & Sports,31655,2020,10,852167,38,AZ,85015,West,16.14230769
100356581,10/10/2020,578255,2,25,25,4.036,20.964,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,16.144
100356581,10/10/2020,578257,2,15,15,2.421,12.579,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,16.14
100356581,10/10/2020,578258,2,19.9,19.9,3.212,16.688,Mobiles & Tablets,31655,2020,10,852167,38,AZ,85015,West,16.14070352
100356581,10/10/2020,578259,2,38,38,6.134,31.866,Health & Sports,31655,2020,10,852167,38,AZ,85015,West,16.14210526
100357280,10/14/2020,579506,2,19.9,19.9,0,19.9,Mobiles & Tablets,31655,2020,10,852167,38,AZ,85015,West,0
100357280,10/14/2020,579507,2,13,13,0,13,Health & Sports,31655,2020,10,852167,38,AZ,85015,West,0
100357280,10/14/2020,579508,3,10,20,0,20,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357280,10/14/2020,579509,2,16,16,0,16,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357280,10/14/2020,579510,2,26,26,0,26,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357282,10/14/2020,579512,2,15,15,0,15,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100357282,10/14/2020,579513,2,19.9,19.9,0,19.9,Mobiles & Tablets,31655,2020,10,852167,38,AZ,85015,West,0
100357282,10/14/2020,579514,3,10,20,0,20,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357282,10/14/2020,579515,2,16,16,0,16,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357282,10/14/2020,579516,2,21.5,21.5,0,21.5,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580164,2,19.9,19.9,0,19.9,Mobiles & Tablets,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580165,2,10,10,0,10,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580166,2,16,16,0,16,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580167,2,21.5,21.5,0,21.5,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580169,2,13,13,0,13,Health & Sports,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580170,2,26,26,0,26,Beauty & Grooming,31655,2020,10,852167,38,AZ,85015,West,0
100357662,10/17/2020,580171,2,15,15,0,15,Men's Fashion,31655,2020,10,852167,38,AZ,85015,West,0
100362846,11/7/2020,588313,2,75,75,0,75,Health & Sports,31655,2020,11,852167,38,AZ,85015,West,0
100362846,11/7/2020,588314,2,54.9,54.9,0,54.9,Appliances,31655,2020,11,852167,38,AZ,85015,West,0
100362846,11/7/2020,588315,2,10,10,0,10,Beauty & Grooming,31655,2020,11,852167,38,AZ,85015,West,0
100383440,12/20/2020,621667,2,24.9,24.9,2.49,22.41,Men's Fashion,31655,2020,12,852167,38,AZ,85015,West,10
100383440,12/20/2020,621669,2,24.9,24.9,2.49,22.41,Men's Fashion,31655,2020,12,852167,38,AZ,85015,West,10
100383440,12/20/2020,621671,2,129.9,129.9,12.99,116.91,Men's Fashion,31655,2020,12,852167,38,AZ,85015,West,10
100445653,2/17/2021,731046,3,39.4,78.8,0,78.8,Health & Sports,31655,2021,2,852167,38,AZ,85015,West,0
100445653,2/17/2021,731047,2,22.5,22.5,0,22.5,Men's Fashion,31655,2021,2,852167,38,AZ,85015,West,0
100468670,4/2/2021,767902,3,65,130,0,130,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,0
100468676,4/2/2021,767915,3,65,130,0,130,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,0
100468677,4/2/2021,767916,3,65,130,0,130,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,0
100471838,4/6/2021,772732,2,65,65,0,65,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,0
100471838,4/6/2021,772733,3,22.5,45,0,45,Men's Fashion,31655,2021,4,852167,38,AZ,85015,West,0
100471841,4/6/2021,772737,2,65,65,0,65,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,0
100471841,4/6/2021,772738,2,22.5,22.5,0,22.5,Men's Fashion,31655,2021,4,852167,38,AZ,85015,West,0
100471841,4/6/2021,772740,2,23,23,0,23,Men's Fashion,31655,2021,4,852167,38,AZ,85015,West,0
100474919,4/12/2021,777659,4,65,195,60,135,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,30.76923077
100474919,4/12/2021,777660,11,20,200,0,200,Health & Sports,31655,2021,4,852167,38,AZ,85015,West,0
100474919,4/12/2021,777661,9,25,200,0,200,Men's Fashion,31655,2021,4,852167,38,AZ,85015,West,0
100474919,4/12/2021,777663,11,6.9,69,0,69,Mobiles & Tablets,31655,2021,4,852167,38,AZ,85015,West,0
100543324,7/23/2021,873405,2,62.5,62.5,0,62.5,Health & Sports,31655,2021,7,852167,38,AZ,85015,West,0
100543324,7/23/2021,873406,2,24.9,24.9,0,24.9,Men's Fashion,31655,2021,7,852167,38,AZ,85015,West,0
100543324,7/23/2021,873408,2,24.9,24.9,0,24.9,Men's Fashion,31655,2021,7,852167,38,AZ,85015,West,0
100545337,7/28/2021,876601,2,112,112,0,112,Appliances,31655,2021,7,852167,38,AZ,85015,West,0
100545337,7/28/2021,876602,2,16.8,16.8,0,16.8,Home & Living,31655,2021,7,852167,38,AZ,85015,West,0
100550770,8/17/2021,885560,2,99.9,99.9,0,99.9,Mobiles & Tablets,31655,2021,8,852167,38,AZ,85015,West,0
100354699,10/1/2020,574810,2,175,175,0,175,Women's Fashion,60131,2020,10,189336,71,AR,72913,South,0
100354698,10/1/2020,574809,2,959.9,959.9,0,959.9,Mobiles & Tablets,15106,2020,10,503495,64,MS,38737,South,0
100359540,10/25/2020,583210,2,7,7,0,7,Superstore,15106,2020,10,503495,64,MS,38737,South,0
100361957,11/6/2020,587299,2,7,7,0,7,Superstore,15106,2020,11,503495,64,MS,38737,South,0
100370311,11/21/2020,599485,2,300,300,0,300,Others,15106,2020,11,503495,64,MS,38737,South,0
100370316,11/21/2020,599491,2,2812.5,2812.5,0,2812.5,Entertainment,15106,2020,11,503495,64,MS,38737,South,0
100370598,11/21/2020,599812,2,1690,1690,0,1690,Entertainment,15106,2020,11,503495,64,MS,38737,South,0
100376828,12/13/2020,609943,2,119.9,119.9,0,119.9,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,0
100383230,12/20/2020,621322,2,140,140,14,126,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100383230,12/20/2020,621323,2,125,125,12.5,112.5,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100383242,12/20/2020,621348,2,125,125,12.5,112.5,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100383242,12/20/2020,621349,2,140,140,14,126,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100397949,12/22/2020,647732,2,140,140,14,126,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100397949,12/22/2020,647733,2,99,99,9.9,89.1,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100397949,12/22/2020,647734,2,125,125,12.5,112.5,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100397973,12/22/2020,647772,3,125,250,25,225,Women's Fashion,15106,2020,12,503495,64,MS,38737,South,10
100442319,2/4/2021,724960,3,29.9,59.8,0,59.8,Beauty & Grooming,15106,2021,2,503495,64,MS,38737,South,0
100447999,3/1/2021,735134,3,587,1174,300,874,Entertainment,15106,2021,3,503495,64,MS,38737,South,25.55366269
100447999,3/1/2021,735135,9,182,1456,0,1456,Appliances,15106,2021,3,503495,64,MS,38737,South,0
100448205,3/1/2021,735530,2,1239.9,1239.9,150,1089.9,Mobiles & Tablets,15106,2021,3,503495,64,MS,38737,South,12.09774982
100448717,3/1/2021,736561,3,56.8,113.6,0,113.6,Entertainment,15106,2021,3,503495,64,MS,38737,South,0
100449034,3/3/2021,737161,3,172.2,344.4,0,344.4,Appliances,15106,2021,3,503495,64,MS,38737,South,0
100449034,3/3/2021,737162,2,110,110,0,110,Appliances,15106,2021,3,503495,64,MS,38737,South,0
100469648,4/3/2021,769575,1,112.5,0,0,0,Women's Fashion,15106,2021,4,503495,64,MS,38737,South,5
100469652,4/3/2021,769581,1,130,0,0,0,Women's Fashion,15106,2021,4,503495,64,MS,38737,South,5
100476933,4/15/2021,780846,3,138,276,27.6,248.4,Women's Fashion,15106,2021,4,503495,64,MS,38737,South,10
100514243,5/21/2021,827831,2,350,350,0,350,Appliances,15106,2021,5,503495,64,MS,38737,South,0
100354700,10/1/2020,574812,1,32.3,0,0,0,Mobiles & Tablets,37011,2020,10,182401,38,NE,68664,Midwest,4.19504644
100354700,10/1/2020,574813,1,444.4,0,0,0,Mobiles & Tablets,37011,2020,10,182401,38,NE,68664,Midwest,4.195544554
100357028,10/12/2020,579086,2,43.8,43.8,7.082,36.718,Soghaat,37011,2020,10,182401,38,NE,68664,Midwest,16.16894977
100357028,10/12/2020,579087,2,79.9,79.9,12.918,66.982,Mobiles & Tablets,37011,2020,10,182401,38,NE,68664,Midwest,16.16770964
100389916,12/20/2020,633435,2,24.8,24.8,0,24.8,Superstore,37011,2020,12,182401,38,NE,68664,Midwest,0
100389916,12/20/2020,633436,2,27.8,27.8,0,27.8,Superstore,37011,2020,12,182401,38,NE,68664,Midwest,0
100389916,12/20/2020,633437,2,49.8,49.8,0,49.8,Men's Fashion,37011,2020,12,182401,38,NE,68664,Midwest,0
100535491,6/29/2021,859320,2,22.5,22.5,0,22.5,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535491,6/29/2021,859321,2,59.9,59.9,0,59.9,Men's Fashion,37011,2021,6,182401,38,NE,68664,Midwest,0
100535491,6/29/2021,859323,2,23,23,0,23,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535493,6/29/2021,859332,2,22.5,22.5,0,22.5,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535493,6/29/2021,859333,2,59.9,59.9,0,59.9,Men's Fashion,37011,2021,6,182401,38,NE,68664,Midwest,0
100535493,6/29/2021,859335,2,23,23,0,23,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535496,6/29/2021,859338,2,22.5,22.5,0,22.5,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535496,6/29/2021,859339,2,59.9,59.9,0,59.9,Men's Fashion,37011,2021,6,182401,38,NE,68664,Midwest,0
100535496,6/29/2021,859341,2,23,23,0,23,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535498,6/29/2021,859350,2,22.5,22.5,0,22.5,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100535498,6/29/2021,859351,2,59.9,59.9,0,59.9,Men's Fashion,37011,2021,6,182401,38,NE,68664,Midwest,0
100535498,6/29/2021,859353,3,23,46,0,46,Soghaat,37011,2021,6,182401,38,NE,68664,Midwest,0
100354701,10/1/2020,574814,4,34.5,103.5,0,103.5,Appliances,52163,2020,10,716936,60,NJ,8076,Northeast,0
100354702,10/1/2020,574815,2,121.5,121.5,0,121.5,Women's Fashion,60132,2020,10,237201,75,WV,25714,South,0
100354702,10/1/2020,574816,2,115.5,115.5,0,115.5,Women's Fashion,60132,2020,10,237201,75,WV,25714,South,0
100354704,10/1/2020,574818,2,121.5,121.5,0,121.5,Women's Fashion,60132,2020,10,237201,75,WV,25714,South,0
100354704,10/1/2020,574819,2,115.5,115.5,0,115.5,Women's Fashion,60132,2020,10,237201,75,WV,25714,South,0
100354703,10/1/2020,574817,2,35,35,0,35,Men's Fashion,44511,2020,10,562300,18,AR,72019,South,0
100354706,10/1/2020,574823,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354706,10/1/2020,574824,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354706,10/1/2020,574825,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354707,10/1/2020,574826,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354707,10/1/2020,574827,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354707,10/1/2020,574828,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354705,10/1/2020,574820,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354705,10/1/2020,574821,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354705,10/1/2020,574822,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354709,10/1/2020,574832,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354709,10/1/2020,574833,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354709,10/1/2020,574834,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354708,10/1/2020,574829,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354708,10/1/2020,574830,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354708,10/1/2020,574831,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354710,10/1/2020,574835,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354710,10/1/2020,574836,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354710,10/1/2020,574837,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354712,10/1/2020,574841,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354712,10/1/2020,574842,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354712,10/1/2020,574843,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354711,10/1/2020,574838,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354711,10/1/2020,574839,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354711,10/1/2020,574840,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354714,10/1/2020,574847,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354714,10/1/2020,574848,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354714,10/1/2020,574849,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354713,10/1/2020,574844,2,445,445,0,445,Appliances,60133,2020,10,488301,46,CA,91734,West,0
100354713,10/1/2020,574845,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
100354713,10/1/2020,574846,2,1690,1690,0,1690,Mobiles & Tablets,60133,2020,10,488301,46,CA,91734,West,0
